block_number,tick,liquidityGross,liquidityNet,feeGrowthOutside0X128,feeGrowthOutside1X128,tickCumulativeOutside,secondsPerLiquidityOutsideX128,secondsOutside,initialized
16577835,-870960,0,0,0,0,0,0,0,False
16577835,-870900,0,0,0,0,0,0,0,False
16577835,-870840,0,0,0,0,0,0,0,False
16577835,-870780,0,0,0,0,0,0,0,False
16577835,-870720,0,0,0,0,0,0,0,False
16577835,-870660,0,0,0,0,0,0,0,False
16577835,-870600,0,0,0,0,0,0,0,False
16577835,-870540,0,0,0,0,0,0,0,False
16577835,-870480,0,0,0,0,0,0,0,False
16577835,-870420,0,0,0,0,0,0,0,False
16577835,-870360,0,0,0,0,0,0,0,False
16577835,-870300,0,0,0,0,0,0,0,False
16577835,-870240,0,0,0,0,0,0,0,False
16577835,-870180,0,0,0,0,0,0,0,False
16577835,-870120,0,0,0,0,0,0,0,False
16577835,-870060,0,0,0,0,0,0,0,False
16577835,-870000,0,0,0,0,0,0,0,False
16577835,-869940,0,0,0,0,0,0,0,False
16577835,-869880,0,0,0,0,0,0,0,False
16577835,-869820,0,0,0,0,0,0,0,False
16577835,-869760,0,0,0,0,0,0,0,False
16577835,-869700,0,0,0,0,0,0,0,False
16577835,-869640,0,0,0,0,0,0,0,False
16577835,-869580,0,0,0,0,0,0,0,False
16577835,-869520,0,0,0,0,0,0,0,False
16577835,-869460,0,0,0,0,0,0,0,False
16577835,-869400,0,0,0,0,0,0,0,False
16577835,-869340,0,0,0,0,0,0,0,False
16577835,-869280,0,0,0,0,0,0,0,False
16577835,-869220,0,0,0,0,0,0,0,False
16577835,-869160,0,0,0,0,0,0,0,False
16577835,-869100,0,0,0,0,0,0,0,False
16577835,-869040,0,0,0,0,0,0,0,False
16577835,-868980,0,0,0,0,0,0,0,False
16577835,-868920,0,0,0,0,0,0,0,False
16577835,-868860,0,0,0,0,0,0,0,False
16577835,-868800,0,0,0,0,0,0,0,False
16577835,-868740,0,0,0,0,0,0,0,False
16577835,-868680,0,0,0,0,0,0,0,False
16577835,-868620,0,0,0,0,0,0,0,False
16577835,-868560,0,0,0,0,0,0,0,False
16577835,-868500,0,0,0,0,0,0,0,False
16577835,-868440,0,0,0,0,0,0,0,False
16577835,-868380,0,0,0,0,0,0,0,False
16577835,-868320,0,0,0,0,0,0,0,False
16577835,-868260,0,0,0,0,0,0,0,False
16577835,-868200,0,0,0,0,0,0,0,False
16577835,-868140,0,0,0,0,0,0,0,False
16577835,-868080,0,0,0,0,0,0,0,False
16577835,-868020,0,0,0,0,0,0,0,False
16577835,-867960,0,0,0,0,0,0,0,False
16577835,-867900,0,0,0,0,0,0,0,False
16577835,-867840,0,0,0,0,0,0,0,False
16577835,-867780,0,0,0,0,0,0,0,False
16577835,-867720,0,0,0,0,0,0,0,False
16577835,-867660,0,0,0,0,0,0,0,False
16577835,-867600,0,0,0,0,0,0,0,False
16577835,-867540,0,0,0,0,0,0,0,False
16577835,-867480,0,0,0,0,0,0,0,False
16577835,-867420,0,0,0,0,0,0,0,False
16577835,-867360,0,0,0,0,0,0,0,False
16577835,-867300,0,0,0,0,0,0,0,False
16577835,-867240,0,0,0,0,0,0,0,False
16577835,-867180,0,0,0,0,0,0,0,False
16577835,-867120,0,0,0,0,0,0,0,False
16577835,-867060,0,0,0,0,0,0,0,False
16577835,-867000,0,0,0,0,0,0,0,False
16577835,-866940,0,0,0,0,0,0,0,False
16577835,-866880,0,0,0,0,0,0,0,False
16577835,-866820,0,0,0,0,0,0,0,False
16577835,-866760,0,0,0,0,0,0,0,False
16577835,-866700,0,0,0,0,0,0,0,False
16577835,-866640,0,0,0,0,0,0,0,False
16577835,-866580,0,0,0,0,0,0,0,False
16577835,-866520,0,0,0,0,0,0,0,False
16577835,-866460,0,0,0,0,0,0,0,False
16577835,-866400,0,0,0,0,0,0,0,False
16577835,-866340,0,0,0,0,0,0,0,False
16577835,-866280,0,0,0,0,0,0,0,False
16577835,-866220,0,0,0,0,0,0,0,False
16577835,-866160,0,0,0,0,0,0,0,False
16577835,-866100,0,0,0,0,0,0,0,False
16577835,-866040,0,0,0,0,0,0,0,False
16577835,-865980,0,0,0,0,0,0,0,False
16577835,-865920,0,0,0,0,0,0,0,False
16577835,-865860,0,0,0,0,0,0,0,False
16577835,-865800,0,0,0,0,0,0,0,False
16577835,-865740,0,0,0,0,0,0,0,False
16577835,-865680,0,0,0,0,0,0,0,False
16577835,-865620,0,0,0,0,0,0,0,False
16577835,-865560,0,0,0,0,0,0,0,False
16577835,-865500,0,0,0,0,0,0,0,False
16577835,-865440,0,0,0,0,0,0,0,False
16577835,-865380,0,0,0,0,0,0,0,False
16577835,-865320,0,0,0,0,0,0,0,False
16577835,-865260,0,0,0,0,0,0,0,False
16577835,-865200,0,0,0,0,0,0,0,False
16577835,-865140,0,0,0,0,0,0,0,False
16577835,-865080,0,0,0,0,0,0,0,False
16577835,-865020,0,0,0,0,0,0,0,False
16577835,-864960,0,0,0,0,0,0,0,False
16577835,-864900,0,0,0,0,0,0,0,False
16577835,-864840,0,0,0,0,0,0,0,False
16577835,-864780,0,0,0,0,0,0,0,False
16577835,-864720,0,0,0,0,0,0,0,False
16577835,-864660,0,0,0,0,0,0,0,False
16577835,-864600,0,0,0,0,0,0,0,False
16577835,-864540,0,0,0,0,0,0,0,False
16577835,-864480,0,0,0,0,0,0,0,False
16577835,-864420,0,0,0,0,0,0,0,False
16577835,-864360,0,0,0,0,0,0,0,False
16577835,-864300,0,0,0,0,0,0,0,False
16577835,-864240,0,0,0,0,0,0,0,False
16577835,-864180,0,0,0,0,0,0,0,False
16577835,-864120,0,0,0,0,0,0,0,False
16577835,-864060,0,0,0,0,0,0,0,False
16577835,-864000,0,0,0,0,0,0,0,False
16577835,-863940,0,0,0,0,0,0,0,False
16577835,-863880,0,0,0,0,0,0,0,False
16577835,-863820,0,0,0,0,0,0,0,False
16577835,-863760,0,0,0,0,0,0,0,False
16577835,-863700,0,0,0,0,0,0,0,False
16577835,-863640,0,0,0,0,0,0,0,False
16577835,-863580,0,0,0,0,0,0,0,False
16577835,-863520,0,0,0,0,0,0,0,False
16577835,-863460,0,0,0,0,0,0,0,False
16577835,-863400,0,0,0,0,0,0,0,False
16577835,-863340,0,0,0,0,0,0,0,False
16577835,-863280,0,0,0,0,0,0,0,False
16577835,-863220,0,0,0,0,0,0,0,False
16577835,-863160,0,0,0,0,0,0,0,False
16577835,-863100,0,0,0,0,0,0,0,False
16577835,-863040,0,0,0,0,0,0,0,False
16577835,-862980,0,0,0,0,0,0,0,False
16577835,-862920,0,0,0,0,0,0,0,False
16577835,-862860,0,0,0,0,0,0,0,False
16577835,-862800,0,0,0,0,0,0,0,False
16577835,-862740,0,0,0,0,0,0,0,False
16577835,-862680,0,0,0,0,0,0,0,False
16577835,-862620,0,0,0,0,0,0,0,False
16577835,-862560,0,0,0,0,0,0,0,False
16577835,-862500,0,0,0,0,0,0,0,False
16577835,-862440,0,0,0,0,0,0,0,False
16577835,-862380,0,0,0,0,0,0,0,False
16577835,-862320,0,0,0,0,0,0,0,False
16577835,-862260,0,0,0,0,0,0,0,False
16577835,-862200,0,0,0,0,0,0,0,False
16577835,-862140,0,0,0,0,0,0,0,False
16577835,-862080,0,0,0,0,0,0,0,False
16577835,-862020,0,0,0,0,0,0,0,False
16577835,-861960,0,0,0,0,0,0,0,False
16577835,-861900,0,0,0,0,0,0,0,False
16577835,-861840,0,0,0,0,0,0,0,False
16577835,-861780,0,0,0,0,0,0,0,False
16577835,-861720,0,0,0,0,0,0,0,False
16577835,-861660,0,0,0,0,0,0,0,False
16577835,-861600,0,0,0,0,0,0,0,False
16577835,-861540,0,0,0,0,0,0,0,False
16577835,-861480,0,0,0,0,0,0,0,False
16577835,-861420,0,0,0,0,0,0,0,False
16577835,-861360,0,0,0,0,0,0,0,False
16577835,-861300,0,0,0,0,0,0,0,False
16577835,-861240,0,0,0,0,0,0,0,False
16577835,-861180,0,0,0,0,0,0,0,False
16577835,-861120,0,0,0,0,0,0,0,False
16577835,-861060,0,0,0,0,0,0,0,False
16577835,-861000,0,0,0,0,0,0,0,False
16577835,-860940,0,0,0,0,0,0,0,False
16577835,-860880,0,0,0,0,0,0,0,False
16577835,-860820,0,0,0,0,0,0,0,False
16577835,-860760,0,0,0,0,0,0,0,False
16577835,-860700,0,0,0,0,0,0,0,False
16577835,-860640,0,0,0,0,0,0,0,False
16577835,-860580,0,0,0,0,0,0,0,False
16577835,-860520,0,0,0,0,0,0,0,False
16577835,-860460,0,0,0,0,0,0,0,False
16577835,-860400,0,0,0,0,0,0,0,False
16577835,-860340,0,0,0,0,0,0,0,False
16577835,-860280,0,0,0,0,0,0,0,False
16577835,-860220,0,0,0,0,0,0,0,False
16577835,-860160,0,0,0,0,0,0,0,False
16577835,-860100,0,0,0,0,0,0,0,False
16577835,-860040,0,0,0,0,0,0,0,False
16577835,-859980,0,0,0,0,0,0,0,False
16577835,-859920,0,0,0,0,0,0,0,False
16577835,-859860,0,0,0,0,0,0,0,False
16577835,-859800,0,0,0,0,0,0,0,False
16577835,-859740,0,0,0,0,0,0,0,False
16577835,-859680,0,0,0,0,0,0,0,False
16577835,-859620,0,0,0,0,0,0,0,False
