block_number,sqrt_price_x96
13114659,1393770581264132583535225448487694
13117059,1388967648550917865615667794835488
13119459,1401374284991094846084367457215528
13121859,1399714346671419743336217768698752
13124259,1398318595050910275141487373936928
13126659,1405710385786603853789764888486204
13129059,1372844966851839702661029117157149
13131459,1391755502183269966935245806745758
13133859,1355606144319021824851453622875730
13136259,1354461472082929383034366066000000
13138659,1334030795696125364468338695727065
13141059,1299506863488219889418913625518615
13143459,1290597026604996806847904500081089
13145859,1292151942542124484890591884623544
13148259,1288130223170901770163019183383534
13150659,1282451412412444298308630708307521
13153059,1261485166560218817619812924052457
13155459,1270894060579734057252505741050037
13157859,1265421396373919260072915541502714
13160259,1265544962734684981641843677748715
13162659,1268759094420169891421612272258636
13165059,1263913937388026118705818593586163
13167459,1264632133474246529201092651255968
13169859,1267385652402942337423326802442656
13172259,1268138417995862783680540069056262
13174659,1260163454977279218039622633578565
13177059,1265720124382133456989172036072438
13179459,1368415169280154575655120308042649
13181859,1352619476360790334031226687000000
13184259,1370546869457692165750194989027600
13186659,1344331201806903131958666218662567
13189059,1348011750221752601738712383161567
13191459,1338473768142158223352319530629347
13193859,1352205895427817862442831791419087
13196259,1349004314415349179300077527005887
13198659,1387148055548552278416119287704030
13201059,1400377347981245841960848840572974
13203459,1390169918402674199900505901025764
13205859,1376248875045876515950385678547301
13208259,1383719759009126729811453531949025
13210659,1354876476800298651784404984611562
13213059,1352791022405254415359618260045971
13215459,1384429451437747264865237577653974
13217859,1410740797639190947255541150885185
13220259,1379980838404402243139825686135241
13222659,1375356033621660118595561381829609
13225059,1362863181416179016969034446882879
13227459,1358336612461629960732813079481039
13229859,1353670684896669123254251182749447
13232259,1333141553816487757890626310435690
13234659,1309020080867789689959850157005381
13237059,1315821811053203665211331928852833
13239459,1331791511232517944678338334872290
13241859,1330057819463096911318502210839039
13244259,1349195082194751069624697555005419
13246659,1358143665243658749506514428891973
13249059,1335838320073821717860448508535241
13251459,1349810491942685919958852361821759
13253859,1354925924910837258395935086410761
13256259,1371367379824866340752807040846483
13258659,1369554989342468460906975223233868
13261059,1406223371787072784301333029956051
13263459,1425989526001023959917572875426869
13265859,1483695170345200178243418011712147
13268259,1431795704364912609824430064305593
13270659,1468668984679482593030208619721583
13273059,1477583458672035597637906325234887
13275459,1471964039399567377602634919665290
13277859,1440886793375996569223524411794275
13280259,1419111728549536001905591753689947
13282659,1415651873827922629501757305328830
13285059,1411764088172165635037845411738266
13287459,1420244198020137577324028802012576
13289859,1477610451988888264661773778866024
13292259,1464331580434220587767958261673796
13294659,1467588065085923919029421834640362
13297059,1468982930984548442868645264912044
13299459,1483406162766804256451076239564578
13301859,1445128524955763417745733322860427
13304259,1437249582779862724381210794795266
13306659,1423426610001880302814298647793558
13309059,1444192559303717615145197778094017
13311459,1460054090135681403069812165167383
13313859,1471054996290494804836263894222350
13316259,1491070049013674226241241191509191
13318659,1468256587874255333898223776023924
13321059,1467438341030248339472624244493294
13323459,1487626216537943369709654297220039
13325859,1445511578507973604340531088039175
13328259,1450150595866164238516339960000000
13330659,1439880072946149907538351947650363
13333059,1400039151725788441646026316851440
13335459,1380008737780944732558351166458451
13337859,1384981135331822058316957196201594
13340259,1373346338503847949793893628021164
13342659,1351556164704102617950328649225801
13345059,1359506356821220105280598066692911
13347459,1353943088962465471114509757402419
13349859,1363352042753402435702564713034400
13352259,1372015873100364447477746139598171
13354659,1355991560025710048227826906169344
13357059,1363835550757353860151716687033036
13359459,1346789289506560164034914360037219
13361859,1336213819468960306085631100132842
13364259,1348762255677643904080403879000000
13366659,1321475904195731413448407081737401
13369059,1335846819876407524289675375557876
13371459,1325070410069057066319304393954963
13373859,1318968033030376537372263861348804
13376259,1327436802480212284098164005351866
13378659,1319133262102274865881352205326960
13381059,1325807415435645166472335421843549
13383459,1321632124639148488544127113293164
13385859,1321844578034265729823087760632222
13388259,1337667346135889834848445314988045
13390659,1326772837363792638690918684377723
13393059,1327690216783161836935739903077180
13395459,1336528169090688568467391454499145
13397859,1321380172446246495000427326895061
13400259,1337797898216120020012487761985536
13402659,1340079810484143573149474798000000
13405059,1340168386130776398610758237763672
13407459,1338813223255215572664387911341415
13409859,1345563725484280960996761688433039
13412259,1325270777955527175801202324386823
13414659,1312991877802223532085225416159058
13417059,1286390145252485141166013842479840
13419459,1289696153951592527560787560394405
13421859,1291610952614008158485296299613553
13424259,1271378215227739361100707154819427
13426659,1277158403792513419453612177703619
13429059,1262917901261391727341832260780093
13431459,1279472987439767854470509765497013
13433859,1272758703731272319918146013020415
13436259,1284755251661143405674106545072901
13438659,1275232255427851958110324691367396
13441059,1280450369429138454055764019989197
13443459,1295271703098529386771897908256925
13445859,1280935474881609048186913138649456
13448259,1283463629894407287758620525899871
13450659,1282385319930285505621075208144259
13453059,1278945360239514987716058549210461
13455459,1244100084233115569736326626982610
13457859,1223299983998902730637628174485405
13460259,1212012160023867213818938264638337
13462659,1237905001307843070238697864778261
13465059,1231591024263095026756097693707863
13467459,1233288358783115514359718383540719
13469859,1257816470422608559089521532698374
13472259,1249843306668596479105570104567561
13474659,1243825509210765813479544871415084
13477059,1230237003580506408549926545451110
13479459,1236625038401575026645741581913297
13481859,1255977921048009283705584603000000
13484259,1232032851059609586585895360773296
13486659,1232831523958840603480143143130550
13489059,1223822588712093735164627215782240
13491459,1222259332589918200940374729751894
13493859,1229286815328526710493504663861973
13496259,1229624281721481869121141540947822
13498659,1250839230168089359548428258951664
13501059,1254365013448981493101214354374232
13503459,1252802046102475063744037344659191
13505859,1226859131542467616521647094624373
13508259,1213890251906120672830350315000000
13510659,1201291623558137625227518654508406
13513059,1189958224837031784694786401892042
13515459,1197691354795735809427428714685927
13517859,1206180355001152163018568390000000
13520259,1205068719756701280725364602831956
13522659,1198354141416049257193076933449613
13525059,1222110783985773438918459556069553
13527459,1206876599396475392881583951228938
13529859,1206235734492591562868191859674031
13532259,1204344363354030474467004667115085
13534659,1202733845114589650306506536000000
13537059,1187736449154405127665301208000000
13539459,1178697086799829335121335771676903
13541859,1173790907984847331373691401939769
13544259,1183078616506526376336198601317935
13546659,1169492597210298442070598162912534
13549059,1176833757439036712859082245851083
13551459,1184255784048485548477237978751820
13553859,1177004034252796519042685039101250
13556259,1182001667908614760881284407628178
13558659,1182618195487887172925349742423931
13561059,1181325346564985369108175863905381
13563459,1197914152865388917841774006088115
13565859,1180719348788873915491782856613334
13568259,1174387866395919065166805033197588
13570659,1168374472326228265301264512707196
13573059,1156654524412763501968305772261035
13575459,1151554038921097547184134203867042
13577859,1148143242254219057578088060428243
13580259,1142405697673310831222508962448613
13582659,1142825089695159520771481323116565
13585059,1149694593772004653963461505412528
13587459,1153032676848922952298171628663260
13589859,1138139478011285813040815287806721
13592259,1168586865732769395169098262423911
13594659,1153706311544846828432061325035196
13597059,1149701417167523236728445392617697
13599459,1147979323545894573101272232581762
13601859,1169335039723534371441038633765034
13604259,1160157880811097478693328272474377
13606659,1164148395503130602868731869175691
13609059,1158344812744428524463711724729422
13611459,1162562618732901215000451800251552
13613859,1166762410869950161325854408459448
13616259,1174618755782253562586092039931029
13618659,1156313117983156926584928566246318
13621059,1160800356748124246837443107584796
13623459,1183338657702218246214249165838787
13625859,1213621448965705147702652308161795
13628259,1214100437006199157914596672632321
13630659,1230237757566742650227869279515010
13633059,1213965681314223629184249436576235
13635459,1216284734741851690384966717276160
13637859,1216676230795403721728770780322181
13640259,1242736348700880158558243112819494
13642659,1239159227118504993027281903485206
13645059,1230234290620885866086191687251603
13647459,1212398088907324189173014703700220
13649859,1210493387668189007423692657813780
13652259,1208805412494195166043897878663668
13654659,1192842076930909606642337991534845
13657059,1201823999344939736203661464221787
13659459,1195481836027432255716242639683834
13661859,1226134254917048959645502506925990
13664259,1222709079500499211155308797536608
13666659,1240426281798791759976398255806712
13669059,1229319164954777959263504118445078
13671459,1216980141040505911942800448000000
13673859,1201287309691352753843667562575100
13676259,1208003153065461406705069923375212
13678659,1220578904413762803954119882271211
13681059,1206042858271057088150823490297753
13683459,1192399130688307179248747144446648
13685859,1178700419739863600740547738574552
13688259,1192412340513560435415834159562275
13690659,1241081054810459130731252722872811
13693059,1240086742386593138539842210887092
13695459,1231757273421124090591582442965125
13697859,1233033105444897787402723430893041
13700259,1246662481528614953288548858462208
13702659,1239207693766606035127272780769333
13705059,1215209278320224464146411248115834
13707459,1200237240103210439447524199450930
13709859,1187455150995884962341946350985014
13712259,1184324452701582454289685980870829
13714659,1165079878007720115169053810374854
13717059,1161225435906064200762964047698887
13719459,1153478466904171994515599980961635
13721859,1150863679374883661615282051808807
13724259,1170892182605659436694126055713752
13726659,1170912518574739653810768575610181
13729059,1182445297666659798943138438895920
13731459,1178915394775457256252187885631619
13733859,1166487212419167810024899782038489
13736259,1217602033297160341768563131940864
13738659,1269325285700367477208960315235165
13741059,1252536011324734492318520942242714
13743459,1237061715557008869938167017008475
13745859,1222723475629386261841094044239091
13748259,1231002903171814438720690261838387
13750659,1231478973806901598994992080379885
13753059,1244314872686741238653014666724297
13755459,1202439699374644764553961049308007
13757859,1194965778390806148895307070763756
13760259,1207015733341347579899168929770492
13762659,1205381047048370984759528900925198
13765059,1210554698520963328575501195832695
13767459,1191796975152470553134176104744221
13769859,1196389091476435896295877637393281
13772259,1219906546749023285482357681004786
13774659,1229685719328045780751704841170822
13777059,1235688293030919115221466073467531
13779459,1249645875309477000544053486258872
13781859,1246400217121739982518709025956065
13784259,1250511778782407509301387407870831
13786659,1247082317077302638239298204557056
13789059,1243494049126442559334946046274659
13791459,1247169872109197484585327400548645
13793859,1250403630833163639384030332799053
13796259,1255161840336356988869206084829799
13798659,1286171492290232589069710664647106
13801059,1288782181315135347458785255830182
13803459,1279042022914211821782810749289406
13805859,1276386693973279697389957370281835
13808259,1276384576971974810862009908864950
13810659,1303279985171001120820660699078806
13813059,1244808912893675994730252814758379
13815459,1246813196320292473672545169749697
13817859,1248137756985102631575254387672887
13820259,1257779891103153831339961189874874
13822659,1279154645379532227990403613491595
13825059,1270906780670611749780702125005495
13827459,1266047123290286760796332050557562
13829859,1257573155530064922699967344064993
13832259,1259115661959160752009762742979061
13834659,1260354327537370256741504359886956
13837059,1265513710072060420845897928442909
13839459,1263721006811152270545597877617591
13841859,1283977759722038092904975620958406
13844259,1268571358335232790026005062199878
13846659,1249583723324045610047805338905852
13849059,1252677061371790359781166102759704
13851459,1248490665692703337598879630602703
13853859,1245680800263037260257083145594405
13856259,1251991846291456338279743052649313
13858659,1260760896901990879908008911544512
13861059,1261444398853013826729631788993333
13863459,1233412076484471797108509172137091
13865859,1238058289741788252594157318906185
13868259,1236603315154357741214510812674382
13870659,1241987877804740330796375592915606
13873059,1244974821960884534682737031369290
13875459,1238483599254006965920870701024791
13877859,1239024610612411686861323648993675
13880259,1246093842220244925858895860468334
13882659,1241286786601568111248911029426353
13885059,1240395927890591685494994397025354
13887459,1239455791146033727486199610238218
13889859,1242722776463200340700531814822586
13892259,1265649271263872205835804402960144
13894659,1268862977050521603360974661383614
13897059,1283000025293360547200636636370154
13899459,1287516056008014521645867688322582
13901859,1291240734557899959020820125455562
13904259,1311531394067175270066576630000000
13906659,1294733768818104096289173571737299
13909059,1298011601568863147545240810354647
13911459,1296721676560724346588661889963552
13913859,1286406036969309716288249562971344
13916259,1303911766393667899256284920421679
13918659,1297851561747685413441188669799607
13921059,1292432451298425616333706111159138
13923459,1294510205438088352187088190706353
13925859,1294730024100775395190348489889682
13928259,1284601604693544995302551907952197
13930659,1282627867195406234927139486232474
13933059,1278486700748630470014965706641364
13935459,1291813036872258843772750977972590
13937859,1289180366415924367460730884567053
13940259,1276535124601019297340006516916224
13942659,1285950071574096523261078288447910
13945059,1280977353370190715421277914156306
13947459,1311014263136681647722966017959073
13949859,1350486500863212271732684817005432
13952259,1358366116495451792773910972531915
13954659,1353769186829466896512829755360144
13957059,1407764296082683702732647291177318
13959459,1403782088415452301829327961709712
13961859,1395382988881665130041560128271856
13964259,1394017630507139589596051315560086
13966659,1441492818855052632440605335580700
13969059,1418324998208319547171946261237519
13971459,1419557623663643784709997612048150
13973859,1403376829457137633475307872046383
13976259,1408966763098465868658068508727450
13978659,1445183366472527416567935725360733
13981059,1431120775927857144427803964146340
13983459,1418267564906903874316028806710443
13985859,1390774632964281908565110669369606
13988259,1394766282847107881870412370854735
13990659,1380831457157353725097124620215264
13993059,1362462095017473213573677544568536
13995459,1370896448598646799290568344861184
13997859,1361581062694951587421701436844621
14000259,1390898681766174434539307556222526
14002659,1389551980740726033142758870500361
14005059,1382528321082598514016660897015922
14007459,1376338594909158507819775614761675
14009859,1375605112428994049647798611685351
14012259,1365864640217343700118370495227702
14014659,1375495126378025232414631674813263
14017059,1371036841698632768416712164268621
14019459,1366951343463792280756995801212090
14021859,1386491668965429125166941645300758
14024259,1394691461826955437708417574109184
14026659,1394576094210716841761377422809677
14029059,1404621080205390770716785333105895
14031459,1418297913517800850658136080610031
14033859,1422012120222318411898871328527758
14036259,1417251361039569903769009854087168
14038659,1417829551818992316852296943201593
14041059,1414094847394217732579674296720260
14043459,1389495692953748854092044463704746
14045859,1441773620899104413829525354199358
14048259,1475597500969788504587749732880291
14050659,1502315960573666954815233931808264
14053059,1565750500346674262785812073557429
14055459,1597484426832135203130647797410059
14057859,1604231418331221503489744390882750
14060259,1596667204844420421849301006936583
14062659,1606749780380677770714430406497967
14065059,1578761801591534550635697263928449
14067459,1624054947115774633070874632804908
14069859,1633251213410568669866058239084643
14072259,1613389293540379372239766915579019
14074659,1610812073377440733893526409081591
14077059,1605003097786059623232277931245889
14079459,1587187951274583398817500913870339
14081859,1542147042104268092080209530883245
14084259,1593905527145922287133332778567826
14086659,1618945554462171466953531161219202
14089059,1597950489144673407288082908577433
14091459,1628318268782655737230358428576504
14093859,1623118530354997631707561805686095
14096259,1595861031838021014687069767141737
14098659,1571911454897078932139568928722533
14101059,1552186482244799773232558006449656
14103459,1552177709698105592752934170939729
14105859,1550521395920648927677978784032037
14108259,1552130652630361641352656460301999
14110659,1571571910540469024897364478110114
14113059,1572761022798825376663848721996542
14115459,1524033708762912003011818217599738
14117859,1509296874406759469170224475804541
14120259,1501503286312057987129900260178334
14122659,1501619570374923865706563169337248
14125059,1509171941513976158903816897325096
14127459,1534861880568768986994730305795536
14129859,1519404120662728130309276349001775
14132259,1538660082889881698319827490145883
14134659,1549662168273866959444559854372427
14137059,1527605735281237682489830925801716
14139459,1488107007583516130332852755415473
14141859,1457780603090122243318106955533307
14144259,1437919508136062438443826355005544
14146659,1439075023226131013052271876846272
14149059,1443512952929998788278402172340072
14151459,1444014370521986175968855381026764
14153859,1444972322937525282946309580076284
14156259,1439455554954210130354094264418942
14158659,1428887765715823970121576834883200
14161059,1404851768316596131995018484533510
14163459,1409075484899311995766337111186219
14165859,1425080186691407660171636265834033
14168259,1419784104949426310355205061789616
14170659,1420371092620293772327393695362351
14173059,1398003237119509481336607348526259
14175459,1395408897796206208663028713668628
14177859,1388014822296252465819544632233924
14180259,1412963596589684551626030021786803
14182659,1430982748367461878201302994814772
14185059,1419724215934303986219019623534885
14187459,1467487596353336294507477759147365
14189859,1466567548002775885737126451477092
14192259,1469243553324723997016357886064841
14194659,1462081532984856016643221519583879
14197059,1466547826636516807935423067858416
14199459,1483632415301433659532814047807906
14201859,1479876373187861847375022416005062
14204259,1481163822713004124486727735156668
14206659,1472385420432230661146828313243092
14209059,1440672232013518561508831476454879
14211459,1420801614454683899114409448071495
14213859,1404083189066280088718466434573741
14216259,1414062505457944860922777830389060
14218659,1428971895015448126404175109219544
14221059,1414411620912011790924168689568498
14223459,1432661648033057534642158643828170
14225859,1468174471587538235864278030462614
14228259,1472319540825872724911971855381322
14230659,1478760928967979249986571117899231
14233059,1502321368747468171583270594724066
14235459,1493032930434934445999799509377416
14237859,1507439224943664725408352801005706
14240259,1514078086992137856259372240837789
14242659,1546453818104406146246476809106075
14245059,1544306130785101713133400519829675
14247459,1512654842388548066151035218335716
14249859,1547994528606668871236117418999582
14252259,1546393425302779177321625156909669
14254659,1579062344243471148194148965451494
14257059,1554860406387746009025833564137894
14259459,1548360389654532013781501401189465
14261859,1519575792921408605268171446449017
14264259,1539947884201707743246386807988289
14266659,1619584959845227263888657758048520
14269059,1625054516952708731293686979657547
14271459,1545862209851042505428944622463955
14273859,1545486920518008755863752948880094
14276259,1516159649362176118742910034873696
14278659,1487274441094264155638092631604165
14281059,1509549919752307960518074845910885
14283459,1503134193545269388617665365814076
14285859,1518983108671592754171804636928591
14288259,1492100202220712014877433247140614
14290659,1554029894366277521702767053605219
14293059,1551205938643984967253869985675214
14295459,1498468638021133589245243601405799
14297859,1461176140762234483957581616998509
14300259,1468031303087499294483018296076169
14302659,1465964673811536826097385543240790
14305059,1458919019262851254856917224818050
14307459,1445397941021041215899924421343241
14309859,1460232979711703205332159523925040
14312259,1470583039963231106124049864074929
14314659,1474072523926847687364626514286980
14317059,1486876416055743754409763571693695
14319459,1514883745561619890850404970065721
14321859,1528229474821086546675832157059739
14324259,1552749046374845291389062533978120
14326659,1539289480820377795225189832100835
14329059,1533478764057069945587341467176210
14331459,1538052834237450816914248130655599
14333859,1545288943937165500527216101880943
14336259,1571045435098666679295868541722017
14338659,1581262314767416705378396607803846
14341059,1560868208679581788275299993251121
14343459,1574702514372829375038432359604585
14345859,1557744989439693921840008878096384
14348259,1559480397411800162681159432536064
14350659,1519185253460003985750918526217308
14353059,1513383283104757841825968893194548
14355459,1520540134361340451205331794981863
14357859,1554488792112548850309051097752728
14360259,1557589539631950354326564813498505
14362659,1561550840767507230864109433225313
14365059,1553676863089724683374777140019455
14367459,1565122756340094096173976793460403
14369859,1558200424638534158174263616582578
14372259,1557386383849791984206705877545264
14374659,1557260327921480250407974118966359
14377059,1557917365224093082736742466484235
14379459,1558801236801624242732421104161113
14381859,1577381418066452452126164115916042
14384259,1557732989642166326254190089200481
14386659,1576288018250298143373186196756424
14389059,1569223704495584408934764416163611
14391459,1572002754496391741687838621068968
14393859,1546576804309728033856600349736664
14396259,1542307112812906009246730787293864
14398659,1520398216897297823777547396041516
14401059,1508373669049882583900796933895865
14403459,1508344774080534732365746719169404
14405859,1493776429443535362711485711656327
14408259,1501987397275121593080119811104513
14410659,1497016844397677932869372140714375
14413059,1457423753608629092108060875530019
14415459,1462650774351151700190113084178078
14417859,1454716793703537578596192353974069
14420259,1462909492454679230052906488938759
14422659,1467488312277102297275903337067612
14425059,1482748563485621005942331563118305
14427459,1484393742403850628840435875145159
14429859,1466866674290538725036542679608342
14432259,1466085052382399000099559455221144
14434659,1450045101389015880145891216777398
14437059,1443897299992996087371007260068561
14439459,1452679803987422845878520283491224
14441859,1457480823068311190459685318212557
14444259,1455497654034365696287177748761498
14446659,1439721808896646726793490597250476
14449059,1441714898368460404295513107842838
14451459,1422218873883412056020549379557193
14453859,1412418517742801669745083079825390
14456259,1415684271508134801290176327687987
14458659,1420701263247935914046178641938632
14461059,1417175915962786511959882719550598
14463459,1419270338042621250162261054928693
14465859,1412416911854863810079218803117114
14468259,1414025898537598621142803750269780
14470659,1392222976004002875947853947791458
14473059,1375999637544499217381435669350103
14475459,1361536958558322059103805956627704
