block_number,sqrt_price_x96
14477859,1369314508995949940701369437315084
14480259,1353264918882236015535381605673873
14482659,1356853693896184046549393838464350
14485059,1362993530849376134386205478982575
14487459,1358389236059968449586583336815294
14489859,1357891255428718863802437830461075
14492259,1359620087914145914113926642189797
14494659,1364244806812289779422737348358984
14497059,1382217976608206002211622346904048
14499459,1383690323475827642851909789454208
14501859,1344979223543228820264619488017357
14504259,1346742196497822839541772968621058
14506659,1341467233097867249296818606964736
14509059,1345548797491723163940707274480269
14511459,1343924427861388843636923721685570
14513859,1336342550676646353461803206719931
14516259,1336871424437859646962567964620258
14518659,1341800532687573484120295345679937
14521059,1354624744760332573596803365012727
14523459,1335098105654953907771266690770104
14525859,1331016072592837740461326574825729
14528259,1352678744384262763834246225919910
14530659,1367096049762266609266489038796652
14533059,1390830857194779110746516786660663
14535459,1408348665713017935470176572000000
14537859,1396508440818897368228754468664639
14540259,1394973230408550809513147508672921
14542659,1386429453332547098712880261804668
14545059,1386633035395766072268751115518429
14547459,1390917765907846144006467918685990
14549859,1396612266235350015067217047421328
14552259,1394967638252724258291957672288263
14554659,1388881633226686825938542927347795
14557059,1391911649964552570693831566485044
14559459,1379663746534215551249568358595273
14561859,1408714575363698360085932374893699
14564259,1435341870660234188089369125058456
14566659,1446322818873562564278721806354154
14569059,1440936304802891436404584080257464
14571459,1438914970914394668263338191794778
14573859,1439338707696527712860176574000000
14576259,1433380413361218058008973983492087
14578659,1426437282168619651394213837746308
14581059,1418329970820170789076096133155955
14583459,1427699818980757148549773024220157
14585859,1442464585985213737580623204117287
14588259,1437340836236481972135574263750271
14590659,1436961236569546207488674014382021
14593059,1437470679756706352841660084374476
14595459,1438772007777565647710491642524477
14597859,1441412478178100212712232911627260
14600259,1439211932642460719288307155395988
14602659,1436096398051237877498787928979989
14605059,1435865103920469571232504983028641
14607459,1467550922237014593916305703865561
14609859,1464225422045348258673099409290527
14612259,1431384784821665621900323795156495
14614659,1435551271625838587826266159872754
14617059,1424256657256525387775190148133724
14619459,1426010238239733899093662016516049
14621859,1413123531176350273682183880877787
14624259,1427475415039011723983275941506142
14626659,1429622783536256331527109125227022
14629059,1411450703103035820062879074756700
14631459,1450496717064364285523063492456126
14633859,1446072837738028317149277209632185
14636259,1453197222706395911266466067106382
14638659,1457381382501394520476833130170625
14641059,1455424851102424737269689480302926
14643459,1455296621813006663652789751273020
14645859,1458609133436700289158982448778571
14648259,1460631557775217568296364583893684
14650659,1477473145190687267941734164451212
14653059,1488804304541097694320416840635836
14655459,1459740340019083583098659578312862
14657859,1446679997118472248699223031132229
14660259,1450908562520437150763748749151579
14662659,1487880292107336897500640761952681
14665059,1478372160414825470095991342000000
14667459,1480327321645131718345539235919303
14669859,1468371229976056995955794249358076
14672259,1461351388926425977212674683502189
14674659,1453485772683865619841427040095839
14677059,1468449344090542341137657931095865
14679459,1479215965180061889300922519957981
14681859,1493771818549401516957701235355317
14684259,1490188744007236549795649206959731
14686659,1492193738678158290391673817060576
14689059,1514477179868215423908502612661587
14691459,1504480161807714517090981192880353
14693859,1505958906859432148484267301093186
14696259,1487491281677618771102074023018385
14698659,1489120130311315595353876836296470
14701059,1480871737412866012047879210885359
14703459,1486135083540670186667512947741763
14705859,1494800618225601149213442910179553
14708259,1499558244254020221835622231815200
14710659,1475019518342807181299900890096157
14713059,1458405791636789513365178988255806
14715459,1461964401210404770228537325869611
14717859,1487019752499242296296151351315566
14720259,1511242659013596178190418072831346
14722659,1518057151736376801839887963117716
14725059,1530072071450431389839932612897630
14727459,1532149798148387399831929556996845
14729859,1528312617426796901268511944596573
14732259,1540923625878906880898280583485644
14734659,1564479473811310088673814309850154
14737059,1576118295252148487155688990230686
14739459,1576997208240985727354322544264011
14741859,1605043472093316610205507989816746
14744259,1671606703125752472304817979981745
14746659,1635585650827533817205588342668804
14749059,1613200224562749546747665686526085
14751459,1635877086240602850734396254893900
14753859,1639702441434495286468313869000000
14756259,1709510818991228132802083050968690
14758659,1751557659544514944711041901539461
14761059,1807132687454334029118464000060451
14763459,1829921623861457743006725532000000
14765859,1728361736368903370501125373120176
14768259,1731964321473253589283043536041500
14770659,1756753062214371582018486510833660
14773059,1763612984487303031345476862015278
14775459,1770589609438770425742029507292592
14777859,1763985115598219270201119754615946
14780259,1742915289499370979184642198930439
14782659,1712482747273877514740966574411966
14785059,1767861592527989191947315476810366
14787459,1777694475686296215398907246172454
14789859,1754467924034834535962424119636539
14792259,1735537451840208303314523317277128
14794659,1746624445535629322578646044811191
14797059,1754452542848779578160877303496704
14799459,1785335129835619835158346402116514
14801859,1803151309791689494655407357000000
14804259,1811173175714893773396854856419612
14806659,1769843049338793014078177148323218
14809059,1761948763147630195058980976495960
14811459,1752577584901659625223761330632228
14813859,1788787105713589324920077292511583
14816259,1778815344808878930398811603171475
14818659,1783360689249384684725650604241540
14821059,1782020461095168965101527378269100
14823459,1761795447859253277679455884792739
14825859,1764446792470469856450740376454593
14828259,1739598483295256920121793750021107
14830659,1744380524923551359461326760960658
14833059,1778358616189924190090526270507016
14835459,1781401601700206457506438401739921
14837859,1790235138441278334361156124024395
14840259,1780575742844421524384739307288113
14842659,1786221889907861481537488324767595
14845059,1790748994824794182685973921210851
14847459,1848129440936415087721453004000000
14849859,1853335588627590717773344364039283
14852259,1893798793103765922552133430958235
14854659,1866710068416400504793450341149440
14857059,1910004929108528971218142783521233
14859459,1888557566492365119918227352097132
14861859,1875769207171071795047059000818884
14864259,1881937596645336917046488234286713
14866659,1861834616491774802464966568232685
14869059,1860788654723246887182173386455807
14871459,1813828958329998166612284191862385
14873859,1803387135933853322345579475878828
14876259,1775965193370486106389923850078298
14878659,1781500183722542099237598161448819
14881059,1794311274743434370550193848000000
14883459,1801077113538714930478051941373450
14885859,1835429083448448103691356626839098
14888259,1854501658795353692261447033222863
14890659,1853552804498610077835358567000000
14893059,1854596823830755085630961072995713
14895459,1854932971767223321155590769184119
14897859,1886648802006709563451493707814166
14900259,1880791463419535070762364128470184
14902659,1880392875910445281332040587941977
14905059,1880689716770772446624991312130815
14907459,1869192327538875923625089834799181
14909859,1868005662488861684981155845099453
14912259,1843877484506335646885801390903015
14914659,1815966983625044363433021155474840
14917059,1836092734789560868103708628872203
14919459,1891095869770367162632857294101944
14921859,1882190899860006398942640079604026
14924259,1854791979782326145843046966406828
14926659,1870600857897157098351256947814768
14929059,1865163964919494055199148040348865
14931459,1864973531994003711954737880238841
14933859,1867794540036580896046048775946518
14936259,1868070627018217339209925861976237
14938659,1915030209324601572054343102632205
14941059,1938614347356524712665147172626462
14943459,1988499107818229669836172395450011
14945859,2011339088582635928405613594000000
14948259,2074930380062163197810450037224445
14950659,2068436040517822015284463931603884
14953059,2088883510768418182245852241756231
14955459,2265310786054591110049541119272200
14957859,2242845107348183029522090477000000
14960259,2272530291789184048427214414650254
14962659,2255962578847302922090022796600233
14965059,2276286693265386979647394451030064
14967459,2368904945331425292580573128403873
14969859,2255886054048541337439599415796359
14972259,2322432847573910395301211351901206
14974659,2377372128820584427242271379666659
14977059,2415828368420245822278348450839792
14979459,2402988663653240076087517139351647
14981859,2399023261340366871153267605491777
14984259,2511275112476541643520993907860438
14986659,2591190259893074388852536179920316
14989059,2565026924597721245169181203090473
14991459,2469905822903446235428684731738680
14993859,2413820800293049199738042649416368
14996259,2334605828443421943211766889653202
14998659,2365021476753870592657043223433699
15001059,2336361281957636419936914908161516
15003459,2329054623705630277828391832303659
15005859,2403545837115102951594682398193095
15008259,2386723223199101872941427885568688
15010659,2402273938281991243615286714000000
15013059,2372907769917606854361831844300620
15015459,2343070778876859171734779232789396
15017859,2332069825329681896278843783697216
15020259,2267044366532172052882962719000000
15022659,2258237567557728621951286405606319
15025059,2289490005261936089999555424258266
15027459,2252543450129483742873529759748993
15029859,2261345499265348524836733999556874
15032259,2265870323624359797455502213131372
15034659,2301574968693969118395977753172420
15037059,2290029976805843444725692071889214
15039459,2262371547061956576823138877567149
15041859,2321418972997579542164525645819723
15044259,2358800925311803083707961619729384
15046659,2372912835309303774455174240353391
15049059,2429594025029619038252083337156394
15051459,2465078647734736632337416652819218
15053859,2388479791434699377769085502135562
15056259,2453402354627350483900336154458194
15058659,2417045976474649956697246872000000
15061059,2451655077250867076289391238540484
15063459,2445139168237700262327571542101927
15065859,2424059709342930988194248407692335
15068259,2431805813294957592468068981321313
15070659,2438284931063315883062493352000000
15073059,2423061414233923481796977780866087
15075459,2422572446348104736097361573650045
15077859,2357478648226314076490395358763886
15080259,2335844402396105895652259255737378
15082659,2395567312133472933078351800193717
15085059,2332643135212871350947829187185632
15087459,2357518943165612692047730225724604
15089859,2355580567145294900833761312845482
15092259,2302268016627893406073573976609536
15094659,2303708213006026603331915250172857
15097059,2259854915370197769760168596586221
15099459,2238231204575689385205399427625468
15101859,2260606291326295541831020040882375
15104259,2247185454744157868640182433152482
15106659,2274346258204841306440781344470216
15109059,2272005435728055439074470685985638
15111459,2271042062961427888601480787627950
15113859,2296230455542263494615902063804357
15116259,2314260208247069876987100489961026
15118659,2337290359082479754602719015781787
15121059,2339236253911097778494394907498665
15123459,2346957070458637796089478550870159
15125859,2402542141775802952492672618167587
15128259,2428890125919337464868990702565955
15130659,2452840684896405213535175520141986
15133059,2422285682532183323274874884128896
15135459,2421261128916017264391343772000000
15137859,2374741434515968130081069784741232
15140259,2404405178123326998664610882475682
15142659,2293650126029056028087890046478856
15145059,2285408304193873928980206633455049
15147459,2262890972380145546033171653083864
15149859,2236267268707791318663982939621677
15152259,2289571293498121710709785060309709
15154659,2221626239389215211329934169167273
15157059,2145581198878122640107370940382475
15159459,2149086846312226792677138694299888
15161859,2167582637890352916707028711034863
15164259,2111039803001127241770415816795948
15166659,2063148732479262812476300730426791
15169059,2053284769956634326100796337848318
15171459,2021039362990620773388613409844345
15173859,2028394558367822707223023585000000
15176259,2029233223708711280651084031340345
15178659,2015277636640950908888641293124442
15181059,2001223275111444317850736353815025
15183459,2049309957527666931862593110700398
15185859,2062557555698230062535982229628895
15188259,1989313763712841750885225417606007
15190659,1991378950599080875440964685899606
15193059,1972505365053520470223740730539817
15195459,2021982879230658870632004510401815
15197859,1989771008641387530358028341085158
15200259,2041588019312444469412768620627239
15202659,2007088484710067863978739690676944
15205059,1968084100682532375633428431802202
15207459,1978272046392844329583073861789446
15209859,2031170495851667440118654643292919
15212259,2039404813755940992896522199893259
15214659,2060698411039107572637424266642915
15217059,2109587851726425351124206211999031
15219459,2127328934134750604801048185000000
15221859,2095155809635035136486248863815176
15224259,2073404104003219147969119315231665
15226659,1985173077969227193814705608972696
15229059,1961735470909482291309946599420127
15231459,1968323312066772387743061635383153
15233859,1902393450004667879684037074979236
15236259,1912438740170744941886920490268449
15238659,1930402668155525207477774754031064
15241059,1916734458172574085613570256757718
15243459,1928138360037897567086608781862073
15245859,1925308556710572561506615682399288
15248259,1919839276139528378309542450690362
15250659,1918515206920805889743253264128438
15253059,1932828789301906488685087198616007
15255459,1924926608105934421266380464867610
15257859,1946995944184231719550102738089571
15260259,1978022086137627320847326118438861
15262659,1987514183134048013360135942706427
15265059,1952372214766048595790013453418083
15267459,1972059712339886553890822796165897
15269859,1942087098166770669725623178720101
15272259,1967952009658108446653603091308145
15274659,1962519721442491234332512117539741
15277059,1986202047703361393189734285078434
15279459,1960721044860737013163435320486494
15281859,1940823723367586433890970005644328
15284259,1934113574220788828047643290273435
15286659,1903087332330464585279867763558205
15289059,1913905292339186008031967973237059
15291459,1914238119736222276022340137101677
15293859,1929614100802458413359877891390952
15296259,1918282447186266430067035894046094
15298659,1919651868579443187554445399625099
15301059,1882118184596731226603786113900872
15303459,1876990892970259157074354112000000
15305859,1879318548650947764066433769924575
15308259,1915233632431618702346119253079463
15310659,1914433479641176561301892449365976
15313059,1929558719689514545304356193198768
15315459,1852595775025736686949920870931004
15317859,1822551495091595207452048109413857
15320259,1825074665120747653039781676854946
15322659,1818741585291188321108073572784941
15325059,1821176042371386421732646327617222
15327459,1825985074084734025604755374708990
15329859,1802956401393561563313989523000000
15332259,1770112945119999460163725084844008
15334659,1775653472370313915921083310961900
15337059,1778370376595010462570671836195672
15339459,1770800564865691860464670962713407
15341859,1799945442015211906556544109922535
15344259,1786777662449912342731226601319126
15346659,1815133317493633420841873333283472
15349059,1819811346006091039280385094879521
15351459,1826841663372444258151317172376039
15353859,1821229404110872459563630555014812
15356259,1817064422565683433529171689648607
15358659,1831278327334892498202754828102973
15361059,1846966598542491482713722978787588
15363459,1843992546887412505671888692096414
15365859,1829655455757949852387586152753018
15368259,1853368076010875841359432252768249
15370659,1902031945992151583665726819861061
15373059,1930384187101575930657208154187673
15375459,1962290691834401419501606303285042
15377859,1963346249834991349485968637811440
15380259,1997050536708051360562210369262824
15382659,1996077593801347915978557224944631
15385059,1961238569712404964165475913380274
15387459,1979593160443743463241945469687574
15389859,1997827327508039871607800144180144
15392259,1993658292969117015727781546755901
15394659,1973917879074379634419744989214525
15397059,1952227680909596240091068286774783
15399459,1942820310758424719184174159585797
15401859,1955915105800971275778417271767537
15404259,1940063721684084961245333761396167
15406659,1936151215324146524602159073005263
15409059,1919295208020180299813822338241326
15411459,1918865057264395269337382294161911
15413859,1944047517761827581665888369886466
15416259,1983120369637056845568022407889835
15418659,2033939210158762450455788973419875
15421059,2040032979518212554855396322239664
15423459,2062978695634426413545823555955401
15425859,2054654001185439523430070862559111
15428259,2067851287174385090636438759854202
15430659,2071502255252805936298934816234396
15433059,2081310153151641538569473456617349
15435459,2022287103064333305024280403490307
15437859,2021976910986691822952235569192446
15440259,1989656481706447318996131881027801
15442659,2010679337268201196213882181841785
15445059,1987819965796844531412737799938225
15447459,2008108002492145879545617597264415
15449859,2015142873423015172537010832850104
15452259,2012549954670052481897508869524909
15454659,2004726098589723490502150727511967
15457059,1977604310633458387689696239359569
15459459,1955171285329236509082507146564661
15461859,1997480264012661261809139881521286
15464259,2015330483762018235603016808934190
15466659,2013166408589618630442046376788168
15469059,2007538187815626147975098582092372
15471459,2008431940357265286135229802845203
15473859,1998090131272431305932931303523138
15476259,2002649038656243810707081687815943
15478659,1982091855514692626348506538072364
15481059,1941056360216048098130263416545813
15483459,1944895579951286655334861039813042
15485859,1995511884159895292514529029461106
15488259,2045139944452274437542855825416330
15490659,2017128641168965876662416893256134
15493059,1958271813466864194670822157371144
15495459,1976268811624002888987889032410636
15497859,1959995901491208722029979704987738
15500259,1955015535940994011136167156797567
15502659,1919449944969188961565009118727370
15505059,1913448332516218805141116147348780
15507459,1901777760936078020913994497020399
15509859,1909287708161745006740645631397486
15512259,1887252503859318470594652690549203
15514659,1881047997245352493071733872528969
15517059,1887813546660522507237629340254831
15519459,1902568915320357051632258763530168
15521859,1913478259498828307021973521914202
15524259,1923207177121565812637596892857142
15526659,1897725183999089009101551514085232
15529059,1970335671679527468886470387939740
15531459,1971031473243760737507613599070491
15533859,1981787185271418902774338836468359
15536259,1965289662642245089903992589449699
15538659,1991557167293814514118524544974947
15541059,2047886946090641406837969845736367
15543459,2070959450636777623070951790307139
15545859,2068772019307831180423035650389107
15548259,2094105144656883695024678001449163
15550659,2089217131261362660154162687563074
15553059,2099999869761760283200749332107156
15555459,2072265865326184650367894663111213
15557859,2082346454780217471593420164745377
15560259,2092610776803331550527824182711292
15562659,2130592971342159898118182790113683
15565059,2200824239457516316055744499908139
15567459,2190460738778302250876064252286659
15569859,2148833903077821540789056803482875
15572259,2149444110909515521231243328013662
15574659,2153112487625479843589857225322921
15577059,2153823391112470364795135547143223
15579459,2168787130908621946168736579051365
15581859,2152736396652061005395649375077851
15584259,2185190276327699185552790261157653
15586659,2228578302069636620891891985478896
15589059,2193352204907493996278154269899267
15591459,2174232268068451149326442157138623
15593859,2153959095907471503516657132100134
15596259,2188318309474543645702608906932868
15598659,2197512223969749386093418401838090
15601059,2175140153855698708350282269148435
15603459,2162193900119668207617834505386274
15605859,2176953459188117677511390301864917
15608259,2174954235833524193231924258344866
15610659,2181400253571939401122127201582287
15613059,2203843624888171363196235835438929
15615459,2205637339308460413292048280452662
15617859,2184796600360558640420987927899044
15620259,2178825217613670595010981044063493
15622659,2133412316272966646076024841438233
15625059,2121207950929514566121023990226996
15627459,2180725815569275163313135178984264
15629859,2210274679069441856048803944237009
15632259,2185507724642710013693676392117296
15634659,2159844524194224729275721190875253
15637059,2172510728980707950037032400308351
15639459,2198610627137333252352629373840045
15641859,2166132652143312866854919020106423
15644259,2169721557942480205101471268073248
15646659,2166684737194447060610195116885515
15649059,2180334844847249926927076256267541
15651459,2173489154735940370659456888988965
15653859,2175587333600094495198799250078211
15656259,2185645934864176785147825452907325
15658659,2183957143609447523147526402742289
15661059,2202738548117390274486169906428033
15663459,2199579910028360977837294255625224
15665859,2203887171436477953697823334053882
15668259,2179260114943615388487124044160791
15670659,2183648467820241162566651008317372
15673059,2164856874678702888627933754049655
15675459,2155497264212628473069911942765527
15677859,2150584249776232530688445085256087
15680259,2149945974785652073935287495828081
15682659,2177511186590115989276967290802888
15685059,2152720397047561080956007903603334
15687459,2145097423831719014476748695694920
15689859,2143379523708796410975108800399405
15692259,2156329692207721883532250965543582
15694659,2152609885429412332616726692648895
15697059,2165266965542447199470689598168581
15699459,2168918556078915157036865272108785
15701859,2173341121337842600148138419856623
15704259,2177851505596609094869407024379676
15706659,2185589847575880291621189672126158
15709059,2183543410632903653889482271245393
15711459,2176983070083241355940839657278325
15713859,2182277952631406240754150371079102
15716259,2181580724629843740135605074177844
15718659,2190716775122678479032402588058346
15721059,2203366411387571725889607101515562
15723459,2212252209128351595732320243246739
15725859,2202588148657519533745498869469858
15728259,2215340763926431226495930531083678
15730659,2201960524297699246721257435725482
15733059,2197706110463155020879052919408774
15735459,2202162193660016704621180680466343
15737859,2216660496530201394694669064030938
15740259,2232105359841639495109123435622939
15742659,2207161198649123955099669617842636
15745059,2179644567439092514582433030128167
15747459,2193013832762478022773708360694470
15749859,2199105566812680262863708645219817
15752259,2202844790268356800268012742746268
15754659,2207551046158746267006684113702092
15757059,2216343648712251022458585000943518
15759459,2209187173142914841823604946462743
15761859,2210074564814101541621158394394164
15764259,2195717711360173610869204739605321
15766659,2188536420110046203990646443877827
15769059,2174704483423928613575694873033848
15771459,2165126451956215136113328384522587
15773859,2173062204500987152740851261532584
15776259,2188328829505278477564139092440110
15778659,2190158308404383168955267407026146
15781059,2198828043302427251594147850076495
15783459,2199466253109930800843775038958706
15785859,2218673418802650932784159871711334
15788259,2204281889004005365409748939724005
15790659,2205807691172911923535990221422572
15793059,2210172490449836364338712576899933
15795459,2216139404831446811754261612787586
15797859,2198524595396679483153145316793748
15800259,2194258159215241664093335312690846
15802659,2196310972779639451638344264624229
15805059,2185267303387356622539835209079727
15807459,2188798160559695497434606963263918
15809859,2187666384733195996793002859888133
15812259,2184119671479188260245361360842458
15814659,2152003241836874755980593422117240
15817059,2165681121863930238264602581383195
15819459,2171340766538358032332192546284811
15821859,2165939782302200469047050082596258
15824259,2160595145141894885244202521522366
15826659,2072521902187265836899141103492849
15829059,2057152227406576223676916878610758
15831459,2020660320695937491818398868135854
15833859,2008303381536523584803593162512377
15836259,2004892820465913047486492741543355
15838659,2011981069384713004753117217818210
15841059,2010575992996303047438615876724023
15843459,2030104096681381614558907456331278
15845859,2043163239768626861692270001335660
15848259,2010770679192986181310652231948337
15850659,2009332899631407116514351113267981
15853059,1953090567020470230132413471156219
15855459,1961505526468189614208298365143342
15857859,1973368237257939215285653190864655
15860259,1982212099637963475220386601436171
15862659,1987884250348184522698019277799923
15865059,2001538681230027998330408662809586
15867459,1966983846057686756446565714352263
15869859,2001248872515792475047041963467956
15872259,1986224957418456554991039956469494
15874659,1976672445552372399530978839441902
15877059,1993347966636393968179230099081268
15879459,1987159825294257034774568176984832
15881859,2013977487567118731795879297625063
15884259,2005657096648406030525942376948467
15886659,2016320158328082643172282555988945
15889059,2015914440846619622619181030130337
15891459,2015645690970927608569969810303557
15893859,2018517415303121410176917243638720
15896259,1987969830973639700805092608934846
15898659,1952913889698735914438903377857556
15901059,1949871521499916421465107342147343
15903459,1952543995187409090451600989692052
15905859,1961984981248386321484354963858779
15908259,1970403783598136257601050275770564
15910659,1966915372856119886739618781225946
15913059,1974252823739499907918757394133745
15915459,1989592514479284982868683359014600
15917859,1992722579851871874839324163249303
15920259,1982902270400697818909283725203118
15922659,2024162915966302354880251265654646
15925059,2058329225190907187076705554653171
15927459,2187656995756428262443300560546952
15929859,2203027179629009899253818612486270
15932259,2286218346933188276152173608869994
15934659,2296294207333261247599505936953573
15937059,2314640049484442419506562729483622
15939459,2307420862031100805500408827681426
15941859,2206301624680258250547067364017376
15944259,2256893134501062617523864910511824
15946659,2218461178676561410381727216873572
15949059,2224163436124057925940543104750879
15951459,2232355860808589971581593359522285
15953859,2233514778107515822633133285973853
15956259,2226694969421943341789779236977598
15958659,2224339502867158735846495333853605
15961059,2252705511484369678155876759311357
15963459,2260499300852599219769371263340404
15965859,2303528466145078374354273149027687
15968259,2236285864537634043790286381873648
15970659,2271370671913092211932497179391114
15973059,2238363384585954115092973565212368
15975459,2227615570962237867894930755668130
15977859,2241149834610410256890663120761915
15980259,2235107414054818471815320747722846
15982659,2267947787015578401903484381348144
15985059,2279433162537943741327304597149571
15987459,2283832286798413633132621049828176
15989859,2288713851129542945785181638813048
15992259,2287081874291423018470467158325293
15994659,2269761626204331063467248630327217
15997059,2270569832045791078161716062825881
15999459,2278661143557728222789767335561363
16001859,2281035977506878138217379404683730
16004259,2280752072391679820110286095475813
16006659,2279530420262226775692015330966918
16009059,2270989153741483577495816645467680
16011459,2317083405262546624017294365547025
16013859,2314027052426793013736802951755642
16016259,2356586889874556390432529900286649
16018659,2345526133913401872529574108403656
16021059,2383146256614298256941698035741131
16023459,2391206819935307974501921950291975
16025859,2371411176411379036393743940375579
16028259,2362565532979921417306416322890871
16030659,2323678349884444027291231069269425
16033059,2320559349190772277243855960717977
16035459,2315642351059887738818229917464915
16037859,2283724868543491505290659931939431
16040259,2288955224160672045376767846495245
16042659,2291433291377500385459427975516539
16045059,2312230567087178026375410197805353
16047459,2297435944917366546975300999062490
16049859,2287922868899439995656318015945645
16052259,2269578815394917154929190463444282
16054659,2268836723192145004683739759891283
16057059,2277973526146684424537183749472097
16059459,2270828660407652142160591705993649
16061859,2273392411939953698682204899377453
16064259,2272021566884562448609165259115821
16066659,2317803841149373490369032383475250
16069059,2316919017512787483648411990425976
16071459,2315941688951279527699976072407609
16073859,2282430729486084448037002726049995
16076259,2279582243255479088788598733292671
16078659,2271338903115207173190056991714452
16081059,2223621632587450470944491819905939
16083459,2229132467560793549730093927873765
16085859,2202616931329947722007844224601215
16088259,2210902422189774268664193722049060
16090659,2216543722068087749380159853239677
16093059,2215467053247600327129997262882067
16095459,2221142200077906950372236408749295
16097859,2214808387542055522382165367792469
16100259,2204813574456659154279296714705312
16102659,2210455829591449702653039459659969
16105059,2223530747189228924632411366681758
16107459,2249281521499124851497750325087203
16109859,2234937489785905998072684025392310
16112259,2232902651166642713755291958459111
16114659,2215688342266497291659453032344513
16117059,2201702870253653656199492061911674
16119459,2228320061758376075879555948522096
16121859,2235527699098631917845501911756387
16124259,2229492779617030303279513347544732
16126659,2238336836336374968441573229017310
16129059,2223604691085777644485674574259708
16131459,2261708178457847584765356458113457
16133859,2256226219872223056950965175021563
16136259,2257512633781528296895500056881014
16138659,2256338222499139134123137615953769
16141059,2241128494601637674385647004315562
16143459,2214036276234614676680196642357306
16145859,2212549560842301151527119023479759
16148259,2217996542612323162902293762588672
16150659,2229637805198080906764395407598000
16153059,2227617321455779055610604935143732
16155459,2217346275563716979674983284842834
16157859,2226560060286197537027313146421780
16160259,2218253623633960632210028395220412
16162659,2221576571720258694856031611972888
16165059,2237384699541332676849923757797079
16167459,2244718966474210387885037821163680
16169859,2238047931791164832456137454816910
16172259,2220437087004493450264160578083415
16174659,2224220249342728366658965808348389
16177059,2175695857588181111504113863126216
16179459,2177181755812604892282605270513311
16181859,2177654996020013089250519461016711
16184259,2167330093789222460464958253313597
16186659,2193039852289120354633481271775076
16189059,2210375049661348013676803466931642
16191459,2223190091916398380479908599026001
16193859,2220560353703660165180814807312702
16196259,2275894927404443379944797680376770
16198659,2292975598563066336850463856528950
16201059,2312118250106008642260990456122624
16203459,2306039087525770235159591191161907
16205859,2308496691314425622587364278005178
16208259,2303298448558468962560356370040625
16210659,2302433557495821046729875019186429
16213059,2309554436385790904863383029566794
16215459,2293718226702193281833061416417078
16217859,2301435597559274773235367198937509
16220259,2314180421892704774332901337812504
16222659,2297998633087969297872176669389959
16225059,2277751515239110388330158653526352
16227459,2277614479988481236185254453394814
16229859,2276769775884623365001557156620272
16232259,2273290512760426249266519794066922
16234659,2277756998394896298438854639235722
16237059,2273090041070510952745695074235356
16239459,2269799923638757655010031281660844
16241859,2300733322370010451569893660193864
16244259,2271029969640155426957796582535116
16246659,2269464087400217644263358210792388
16249059,2269653729579711341195946626796202
16251459,2271476580567689486081445474788223
16253859,2269727529721015191255974046042341
16256259,2268122542896081480239084821557202
16258659,2266106992135346836985182429084393
16261059,2267678241918498437140053742472293
16263459,2278094870050618225091476591568152
16265859,2266340746720646503794840934406478
16268259,2268504038129075676671933347561432
16270659,2274367274105838849932609835896602
16273059,2264376106464569281091979354888710
16275459,2266028318766444583964953667733361
16277859,2280790794536377380668321068848325
16280259,2279752834801048894270453811210684
16282659,2290352243665907569555265757682549
16285059,2289316556367328114568161651077870
16287459,2299138591787259736880889793102247
16289859,2289547355880386161262136391396643
16292259,2290389262248457982626200863018060
16294659,2289010680103779189441553113383349
16297059,2294939312757507461253424715583660
16299459,2291044861242932520637323654768819
16301859,2290914337977656733159409527057684
16304259,2289365201743801673333057648339632
16306659,2287957382351221246083060753064749
16309059,2291694445457557936065956086072107
16311459,2291656254011404115302939318262010
16313859,2286445024716696524544017769524143
16316259,2290697722711664812434736321315282
16318659,2271129957710247405847993131432397
16321059,2270393257729809951778535119411838
16323459,2274459464903600528473107986051276
16325859,2272169607649107829511673198021904
16328259,2280794318159481498587045757891414
16330659,2242486464600786922640315893862374
16333059,2241631494654238524144500349667616
16335459,2234255152792572260952097580832289
16337859,2238250304883724407988743494950345
16340259,2239671293505183990915256204477060
16342659,2239033121064935348431868074119103
16345059,2239313331701887976251528672427484
16347459,2247897016506203237797307562453236
16349859,2225547130893958580449336069697773
16352259,2226684894521590860920752468184415
16354659,2229417540260733612159970004241249
16357059,2227686754110461018717695043803086
16359459,2231043660449845576831434212797216
16361859,2229739223397185932653249521989853
16364259,2227162811549282696267566867887822
16366659,2188330847551380621738536346579686
16369059,2179711040868427543555342722624388
16371459,2170103911537012146493804970692375
16373859,2178415411668989678038747440241247
16376259,2172719439384418834736557008564706
16378659,2164354592115334050364164010918898
16381059,2171843033286527095984060028036710
16383459,2168371940689203366047210279636715
16385859,2162546294564437184748688796272011
16388259,2116437990928624206133844005346668
16390659,2118789532012676200002461336132105
16393059,2097395635985242307233488750861191
16395459,2106960955428176055240047451107232
16397859,2111553695713178095778569844800978
16400259,2103207427995910178722124663561882
16402659,2010484784213975749966231404114286
16405059,2023601304350879758996924302421274
16407459,2024130224144077730650955997189919
16409859,2026789611301890576987972421136742
16412259,2025256705952609616743080844544746
16414659,2013014403424701851932417389979729
16417059,1998136013817573833994997322555664
16419459,2016753453204687739233928742889315
16421859,1988256829342397196352777528586180
16424259,2001341991838005841384665300574090
16426659,2000821764545392815470376298505720
16429059,1991790749846633972549963515996406
16431459,1989557490663637548330062957315891
16433859,1992591189741465101105046434489139
16436259,2029267220967374158153397259017728
16438659,2026598791861244564938740391374007
16441059,2033486937799671051004032729553382
16443459,2010814128428954567670930283245801
16445859,2013246974555666817524444140130032
16448259,2006725803410745078849694884413548
